ID,Policy_Start_Date,Policy_End_Date,Gender,Age,First_Transaction_Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target,Policy_Start_Year,Policy_Start_Month,Policy_Start_Day,Policy_End_Year,Policy_End_Month,Policy_End_Day,First_Transaction_Year,First_Transaction_Month,First_Transaction_Day
ID_KNOFJD7,2010-05-14,2011-05-12,Male,37,2010-05-14,1,JEEP,As Attached,Lexus,IbadanCentral,Benue,CarSafe,0,2010,5,14,2011,5,12,2010,2010,2010
ID_KZGIBO1,2010-05-14,2011-05-13,Female,32,2010-05-14,1,Saloon,Red,TOYOTA,Ikeja,Lagos,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_36E26TX,2010-05-14,2011-05-13,Male,41,2010-05-14,1,JEEP,Gold,TOYOTA,Alimosho,Lagos,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_ZALS50G,2010-05-14,2011-05-13,Male,34,2010-05-14,2,Saloon,Gold,TOYOTA,Alimosho,Lagos,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_XEBB862,2010-05-14,2011-05-13,Female,33,2010-05-14,1,Saloon,Green,TOYOTA,Alimosho,Lagos,Car Classic,1,2010,5,14,2011,5,13,2010,2010,2010
ID_M5ZB1EA,2010-05-14,2011-05-13,Male,43,2010-05-14,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1,2010,5,14,2011,5,13,2010,2010,2010
ID_ZEG4WLE,2010-05-14,2011-05-13,Female,32,2010-05-14,1,Saloon,Gold,Honda,Victoria Island,Lagos,Car Plus,0,2010,5,14,2011,5,13,2010,2010,2010
ID_HI7ZXW6,2010-05-14,2011-05-13,Female,45,2010-05-14,1,Saloon,Gold,TOYOTA,Surulere,Lagos,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_18GY66Q,2010-05-14,2011-05-13,Female,44,2010-05-14,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_GGC1BEK,2010-05-14,2011-05-13,Male,30,2010-05-14,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_1GNW6SG,2010-05-14,2011-05-13,Female,40,2010-05-14,2,Saloon,Silver,Honda,Shomolu,Benue,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_LEVL8DK,2010-05-14,2011-05-13,Male,40,2010-05-14,1,Saloon,Silver,Honda,Shomolu,Benue,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_0040R73,2010-05-14,2011-05-13,Male,30,2010-05-14,1,Saloon,Black,TOYOTA,Shomolu,Benue,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_WVYT3FS,2010-05-14,2011-05-13,Male,20,2010-05-14,1,Saloon,Black,TOYOTA,Shomolu,Benue,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_SN6MDIS,2010-05-14,2011-05-13,Female,47,2010-05-14,1,JEEP,Black,Honda,Shomolu,Benue,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_TKVK2S5,2010-05-14,2011-05-13,Male,30,2010-05-14,1,Saloon,Grey,TOYOTA,Shomolu,Benue,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_56OL5RN,2010-05-14,2011-02-27,Male,48,2010-05-14,1,Saloon,Grey,TOYOTA,Jos South,Jos-South,Car Classic,0,2010,5,14,2011,2,27,2010,2010,2010
ID_SN7XCAX,2010-05-14,2011-05-13,Male,51,2010-05-14,1,Saloon,Grey,TOYOTA,Jos South,Jos-South,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_972XB8M,2010-05-14,2011-05-13,Male,42,2010-05-14,1,Saloon,Black,TOYOTA,Jos South,Jos-South,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_527NETN,2010-05-14,2011-05-13,Male,90,2010-05-14,1,JEEP,White,Mercedes,Jos South,Jos-South,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_RONXTXU,2010-05-14,2011-05-13,Male,45,2010-05-14,1,Saloon,White,Nissan,Jos South,Jos-South,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_DMXI92B,2010-05-14,2011-05-13,Female,35,2010-05-14,1,Saloon,White,TOYOTA,Jos South,Jos-South,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_VDRSM2G,2010-05-14,2011-05-13,Other,35,2010-05-14,1,Saloon,White,TOYOTA,Jos South,Jos-South,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_VFHQZZL,2010-05-14,2011-05-13,Male,43,2010-05-14,1,JEEP,White,Honda,Jos South,Jos-South,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_NI9HJ7S,2010-05-14,2011-05-13,Male,28,2010-05-14,1,Saloon,Silver,TOYOTA,Jos South,Jos-South,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_7E3RMOJ,2010-05-14,2011-05-13,Male,42,2010-05-14,1,Saloon,Silver,TOYOTA,Jos South,Jos-South,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_4VM1GX1,2010-05-14,2011-05-13,Male,37,2010-05-14,1,Saloon,Silver,TOYOTA,Jos South,Jos-South,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_QDRE5KW,2010-05-14,2011-05-13,Female,1,2010-05-14,1,Saloon,Silver,Nissan,Jos South,Jos-South,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_CI3J22J,2010-05-14,2011-05-13,Male,34,2010-05-14,1,JEEP,White,TOYOTA,Jos South,Jos-South,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_9KLZYU8,2010-05-14,2011-01-14,Female,41,2010-05-14,1,Saloon,Wine,Honda,Jos South,Jos-South,Car Classic,0,2010,5,14,2011,1,14,2010,2010,2010
ID_VT8D2LC,2010-05-14,2011-05-13,Male,50,2010-05-14,1,Saloon,Red,TOYOTA,Jos South,Jos-South,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_UZ2UBFE,2010-05-14,2011-03-15,Male,70,2010-05-14,1,JEEP,Red,Nissan,Agege,Lagos,Car Classic,0,2010,5,14,2011,3,15,2010,2010,2010
ID_NPPC4GP,2010-05-14,2011-05-13,Other,46,2010-05-14,1,Saloon,Red,Ford,Agege,Lagos,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_DAJP9J9,2010-05-14,2011-05-12,Male,48,2010-05-14,4,JEEP,Black,TOYOTA,Surulere,Lagos,Car Classic,0,2010,5,14,2011,5,12,2010,2010,2010
ID_5HULS89,2010-05-14,2011-05-13,Female,1,2010-05-14,1,Saloon,Black,Honda,Surulere,Lagos,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_3GMJR1Z,2010-05-14,2011-05-13,Other,120,2010-05-14,3,Saloon,Silver,TOYOTA,Lagos Island,Lagos,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_AZ2715F,2010-05-14,2011-05-13,Female,60,2010-05-14,1,Saloon,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_S4MYX2W,2010-05-14,2011-05-13,Male,49,2010-05-14,1,Saloon,Black,Lexus,Lagos Island,Lagos,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_DKQ6P4X,2010-05-14,2011-05-13,Female,47,2010-05-14,1,JEEP,Black,Honda,Lagos Island,Lagos,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_BA66KY4,2010-05-14,2011-05-13,Male,58,2010-05-14,1,Saloon,Black,Honda,Lagos Island,Lagos,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_UI28TMD,2010-05-14,2011-01-12,Male,40,2010-05-14,1,Saloon,Black,Lexus,Lagos Island,Lagos,Car Classic,0,2010,5,14,2011,1,12,2010,2010,2010
ID_AHW3V92,2010-05-14,2011-05-13,Male,50,2010-05-14,1,Saloon,Black,Lexus,Lagos Island,Lagos,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_7P15A7A,2010-05-14,2011-05-13,Male,46,2010-05-14,1,JEEP,Wine,Lexus,Lagos Island,Lagos,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_TY24QKO,2010-05-14,2011-05-13,Male,36,2010-05-14,2,JEEP,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_OTTY8BM,2010-05-14,2011-05-13,Female,64,2010-05-14,1,JEEP,Ash,Lexus,Lagos Island,Lagos,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_PRYUL2M,2010-05-14,2011-05-13,Male,29,2010-05-14,1,Saloon,Grey,Honda,Lagos Island,Lagos,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_TTNI99E,2010-05-14,2011-05-13,Male,45,2010-05-14,1,Saloon,As Attached,Nissan,Lagos Island,Lagos,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_OQQZB6Z,2010-05-14,2011-05-12,Male,32,2010-05-14,1,Saloon,As Attached,Infiniti,Lekki,Lagos,CarSafe,0,2010,5,14,2011,5,12,2010,2010,2010
ID_PVE9PW1,2010-05-14,2011-05-13,Male,1,2010-05-14,1,Saloon,As Attached,Honda,Lekki,Lagos,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_AE3WXH7,2010-05-14,2011-05-13,Male,41,2010-05-14,1,Saloon,Gold,TOYOTA,Lekki,Lagos,Car Classic,0,2010,5,14,2011,5,13,2010,2010,2010
ID_QPLMMUE,2010-05-14,2011-05-13,Male,32,2010-05-14,1,Saloon,Gold,TOYOTA,Lekki,Lagos,CarSafe,0,2010,5,14,2011,5,13,2010,2010,2010
ID_DAPAUNH,2010-05-15,2011-05-14,Male,73,2010-05-15,1,JEEP,Grey,Kia,Oshodi,Lagos,Car Classic,0,2010,5,15,2011,5,14,2010,2010,2010
ID_HTTRYYB,2010-05-15,2011-05-14,Male,42,2010-05-15,2,JEEP,As Attached,TOYOTA,Minna,Niger-State,Car Classic,0,2010,5,15,2011,5,14,2010,2010,2010
ID_XAOJVHZ,2010-05-15,2011-05-14,Male,45,2010-05-15,2,Saloon,Blue,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,5,15,2011,5,14,2010,2010,2010
ID_SDSGDYV,2010-05-15,2011-05-14,Male,32,2010-05-15,1,Saloon,Ash,TOYOTA,Victoria Island,Lagos,Car Classic,1,2010,5,15,2011,5,14,2010,2010,2010
ID_STI0I7L,2010-05-15,2011-05-14,Female,34,2010-05-15,2,Saloon,Ash,TOYOTA,Ikeja,Lagos,Car Classic,0,2010,5,15,2011,5,14,2010,2010,2010
ID_47IR6HF,2010-05-15,2011-05-14,Male,40,2010-05-15,1,Saloon,Ash,Honda,Ikeja,Lagos,CarSafe,0,2010,5,15,2011,5,14,2010,2010,2010
ID_9XPI2OR,2010-05-15,2011-05-14,Female,56,2010-05-15,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,2010,5,15,2011,5,14,2010,2010,2010
ID_SXEHFSO,2010-05-15,2011-05-14,Male,45,2010-05-15,1,Saloon,Black,Ford,Ikeja,Lagos,CarSafe,0,2010,5,15,2011,5,14,2010,2010,2010
ID_B214ZCZ,2010-05-15,2011-01-01,,58,2010-05-15,1,Saloon,White,Iveco,Victoria Island,Lagos,CVTP,1,2010,5,15,2011,1,1,2010,2010,2010
ID_K3UP6X9,2010-05-15,2011-05-14,Male,37,2010-05-15,1,Saloon,White,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,5,15,2011,5,14,2010,2010,2010
ID_GLLBVDU,2010-05-15,2011-05-14,Female,34,2010-05-15,1,JEEP,Black,Lexus,Victoria Island,Lagos,Car Plus,0,2010,5,15,2011,5,14,2010,2010,2010
ID_JY1SWXO,2010-05-15,2011-05-14,Other,37,2010-05-15,2,Saloon,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,5,15,2011,5,14,2010,2010,2010
ID_KJ4PE1M,2010-05-15,2011-05-14,Male,49,2010-05-15,1,Saloon,Grey,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,5,15,2011,5,14,2010,2010,2010
ID_ACXF9IZ,2010-05-15,2011-05-14,Male,51,2010-05-15,1,Saloon,Grey,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,5,15,2011,5,14,2010,2010,2010
ID_JLAJW7M,2010-05-15,2011-05-14,Female,44,2010-05-15,1,JEEP,Grey,Ford,Victoria Island,Lagos,Car Classic,0,2010,5,15,2011,5,14,2010,2010,2010
ID_JIG0H1L,2010-05-15,2011-05-14,Male,58,2010-05-15,1,Saloon,Grey,Isuzu,Victoria Island,Lagos,CarSafe,0,2010,5,15,2011,5,14,2010,2010,2010
ID_UXOBVOS,2010-05-15,2011-05-14,Male,51,2010-05-15,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,5,15,2011,5,14,2010,2010,2010
ID_5CMCDZ0,2010-05-15,2011-05-14,Male,68,2010-05-15,1,JEEP,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,2010,5,15,2011,5,14,2010,2010,2010
ID_H1TWMRO,2010-05-15,2011-01-04,Male,37,2010-05-15,2,Saloon,Black,Kia,Surulere,Lagos,Car Classic,0,2010,5,15,2011,1,4,2010,2010,2010
ID_JAVWON2,2010-05-15,2011-01-13,Male,48,2010-05-15,1,Saloon,Black,Lexus,Apapa,Lagos,Car Classic,0,2010,5,15,2011,1,13,2010,2010,2010
ID_C8SUXNF,2010-05-15,2011-05-14,Male,41,2010-05-15,1,Saloon,Blue,TOYOTA,Apapa,Lagos,Car Classic,0,2010,5,15,2011,5,14,2010,2010,2010
ID_Q9JC0B1,2010-05-15,2011-01-01,,58,2010-05-15,1,Truck,White,Iveco,Victoria Island,Lagos,CVTP,1,2010,5,15,2011,1,1,2010,2010,2010
ID_L8ZD1PP,2010-05-15,2011-05-14,Male,42,2010-05-15,1,Saloon,White,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,5,15,2011,5,14,2010,2010,2010
ID_W00G5H3,2010-05-15,2011-05-14,Male,41,2010-05-15,1,Saloon,White,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,5,15,2011,5,14,2010,2010,2010
ID_N1AGDA3,2010-05-15,2011-05-14,Other,120,2010-05-15,2,Pick Up,Blue,Mitsubishi,Victoria Island,Lagos,CVTP,0,2010,5,15,2011,5,14,2010,2010,2010
ID_76FQAR8,2010-05-15,2011-05-10,Male,52,2010-05-15,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,1,2010,5,15,2011,5,10,2010,2010,2010
ID_RSP1CAQ,2010-05-15,2011-05-14,Female,34,2010-05-15,2,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,2010,5,15,2011,5,14,2010,2010,2010
ID_85ASXKU,2010-05-15,2011-01-13,Male,48,2010-05-15,1,Saloon,Black,Lexus,Apapa,Lagos,Car Classic,0,2010,5,15,2011,1,13,2010,2010,2010
ID_ID25P3P,2010-05-15,2011-05-10,Male,52,2010-05-15,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,1,2010,5,15,2011,5,10,2010,2010,2010
ID_3BYX20J,2010-05-15,2011-05-10,Male,52,2010-05-15,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,1,2010,5,15,2011,5,10,2010,2010,2010
ID_82S0XN4,2010-05-15,2011-05-14,Male,46,2010-05-15,3,JEEP,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,2010,5,15,2011,5,14,2010,2010,2010
ID_0NGIBX4,2010-05-16,2011-05-15,Male,42,2010-05-16,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,CarSafe,0,2010,5,16,2011,5,15,2010,2010,2010
ID_YEWCBLY,2010-05-16,2011-05-15,Male,39,2010-05-16,1,JEEP,Cream,Ford,Surulere,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_KOF6VXM,2010-05-16,2011-05-15,Other,120,2010-05-16,2,Pick Up,White,TOYOTA,Victoria Island,Lagos,CVTP,1,2010,5,16,2011,5,15,2010,2010,2010
ID_KCZE6VX,2010-05-16,2011-05-15,Male,40,2010-05-16,1,Saloon,White,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,5,16,2011,5,15,2010,2010,2010
ID_JGYQBWP,2010-05-16,2011-05-15,Male,40,2010-05-16,1,Saloon,Red,Honda,Obia/Akpor,Obia-Akpor,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_LJRPNZG,2010-05-16,2011-05-15,Male,50,2010-05-16,2,JEEP,Grey,Honda,Ifo,Benue,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_9RMD5CB,2010-05-16,2011-01-15,Female,55,2010-05-16,2,JEEP,Blue,Mercedes,Lagos,Lagos,Car Classic,0,2010,5,16,2011,1,15,2010,2010,2010
ID_Y3749XD,2010-05-16,2011-05-15,Male,55,2010-05-16,1,Saloon,Blue,TOYOTA,Lagos,Lagos,CarSafe,0,2010,5,16,2011,5,15,2010,2010,2010
ID_BI0HCF1,2010-05-16,2011-05-15,Male,43,2010-05-16,1,Saloon,Grey,TOYOTA,Lagos,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_1ZVEHPG,2010-05-16,2011-05-15,Female,37,2010-05-16,2,Saloon,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_TPQBSU8,2010-05-16,2011-05-15,Female,61,2010-05-16,2,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_3XYY0Q0,2010-05-16,2011-05-15,Female,51,2010-05-16,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,5,16,2011,5,15,2010,2010,2010
ID_EMPDPQ6,2010-05-16,2011-05-15,Male,38,2010-05-16,1,Saloon,Black,Nissan,Victoria Island,Lagos,CarSafe,0,2010,5,16,2011,5,15,2010,2010,2010
ID_0E461H1,2010-05-16,2011-05-14,Male,42,2010-05-16,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,5,16,2011,5,14,2010,2010,2010
ID_9953065,2010-05-16,2011-05-15,Male,56,2010-05-16,3,JEEP,Black,Mercedes,Surulere,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_Y2W0ILD,2010-05-16,2011-05-15,Female,12,2010-05-16,3,JEEP,Black,TOYOTA,Lekki,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_L7EDV1C,2010-05-16,2011-05-15,Other,36,2010-05-16,1,JEEP,Green,Hyundai,Lekki,Lagos,Car Plus,0,2010,5,16,2011,5,15,2010,2010,2010
ID_UKYFYGJ,2010-05-16,2011-05-15,Male,56,2010-05-16,1,Saloon,Green,Mercedes,Lekki,Lagos,CarSafe,0,2010,5,16,2011,5,15,2010,2010,2010
ID_S3MPLHE,2010-05-16,2011-05-14,Male,42,2010-05-16,1,Saloon,Black,TOYOTA,Lekki,Lagos,Car Classic,1,2010,5,16,2011,5,14,2010,2010,2010
ID_D5FEEF6,2010-05-16,2011-05-15,Male,32,2010-05-16,1,Saloon,Black,Honda,Mushin,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_G59U2EG,2010-05-16,2011-05-15,Female,12,2010-05-16,3,JEEP,Black,TOYOTA,Lekki,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_7YCA0E9,2010-05-16,2011-05-15,Other,120,2010-05-16,2,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1,2010,5,16,2011,5,15,2010,2010,2010
ID_5VNXACZ,2010-05-16,2011-05-15,Male,65,2010-05-16,1,JEEP,B.Silver,TOYOTA,Umuahia South,Umuahia-South,Car Plus,0,2010,5,16,2011,5,15,2010,2010,2010
ID_XBERWZX,2010-05-16,2011-05-15,Male,42,2010-05-16,2,JEEP,Black,Honda,Lagos Mainland,Lagos,Car Plus,0,2010,5,16,2011,5,15,2010,2010,2010
ID_XB950F6,2010-05-16,2011-05-15,Female,35,2010-05-16,1,Saloon,Grey,Hyundai,Ikeja,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_YAYAKTC,2010-05-16,2011-05-15,Male,32,2010-05-16,1,Saloon,Black,Lexus,Obia/Akpor,Obia-Akpor,Car Plus,1,2010,5,16,2011,5,15,2010,2010,2010
ID_YYZZ77R,2010-05-16,2011-05-15,Female,39,2010-05-16,1,Saloon,Blue,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_EP8JORJ,2010-05-16,2011-05-15,Other,120,2010-05-16,2,Pick Up,White,TOYOTA,Victoria Island,Lagos,CVTP,0,2010,5,16,2011,5,15,2010,2010,2010
ID_TWXPFGM,2010-05-16,2011-05-15,Male,55,2010-05-16,1,Saloon,Blue,Mercedes,Victoria Island,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_13D8KE6,2010-05-16,2011-05-15,Other,120,2010-05-16,2,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_RH6MW13,2010-05-16,2011-05-06,Male,28,2010-05-16,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,5,16,2011,5,6,2010,2010,2010
ID_XFAL3YO,2010-05-16,2011-05-15,Male,56,2010-05-16,3,JEEP,Black,Volvo,Surulere,Lagos,Car Classic,1,2010,5,16,2011,5,15,2010,2010,2010
ID_DSZL03W,2010-05-16,2011-05-15,,33,2010-05-16,1,JEEP,White,Lexus,Victoria Island,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_28VH6AT,2010-05-16,2011-05-15,Male,32,2010-05-16,1,Saloon,White,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,5,16,2011,5,15,2010,2010,2010
ID_NXXHX7F,2010-05-16,2011-05-15,Male,42,2010-05-16,2,Saloon,Black,Honda,Lagos Mainland,Lagos,Car Plus,0,2010,5,16,2011,5,15,2010,2010,2010
ID_GW5RGFV,2010-05-16,2011-05-15,Male,33,2010-05-16,1,JEEP,Red,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_TSOQWTP,2010-05-16,2011-05-15,Female,46,2010-05-16,1,JEEP,Red,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_AWUSLVJ,2010-05-16,2011-05-15,Male,56,2010-05-16,3,JEEP,Black,Mercedes,Surulere,Lagos,Car Classic,1,2010,5,16,2011,5,15,2010,2010,2010
ID_Y5E98JL,2010-05-16,2011-05-15,Male,35,2010-05-16,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_0UY25Z6,2010-05-16,2011-05-15,Female,34,2010-05-16,1,Saloon,Black,TOYOTA,Surulere,Lagos,CarSafe,0,2010,5,16,2011,5,15,2010,2010,2010
ID_26L5VPV,2010-05-16,2011-05-15,Male,33,2010-05-16,1,Saloon,Black,Mercedes,Surulere,Lagos,CarSafe,0,2010,5,16,2011,5,15,2010,2010,2010
ID_A2RD1EM,2010-05-16,2011-05-15,Other,120,2010-05-16,2,Pick Up,Grey,TOYOTA,Victoria Island,Lagos,CVTP,1,2010,5,16,2011,5,15,2010,2010,2010
ID_1OHKFBQ,2010-05-16,2011-05-15,Male,1,2010-05-16,1,Saloon,Grey,ACURA,Victoria Island,Lagos,CarSafe,0,2010,5,16,2011,5,15,2010,2010,2010
ID_F8XWKZN,2010-05-16,2011-05-06,Male,45,2010-05-16,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,5,16,2011,5,6,2010,2010,2010
ID_3ATXOKJ,2010-05-16,2011-05-15,Male,33,2010-05-16,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_KN2NU64,2010-05-16,2011-05-15,Male,56,2010-05-16,3,JEEP,Black,Volvo,Surulere,Lagos,Car Classic,0,2010,5,16,2011,5,15,2010,2010,2010
ID_PUFKOAF,2010-05-16,2011-05-15,Female,34,2010-05-16,1,Saloon,Black,Nissan,Surulere,Lagos,CarSafe,0,2010,5,16,2011,5,15,2010,2010,2010
ID_HUH0DDN,2010-05-17,2011-05-15,Male,50,2010-05-17,1,JEEP,Black,TOYOTA,Surulere,Lagos,CarSafe,0,2010,5,17,2011,5,15,2010,2010,2010
ID_UGH5X5W,2010-05-17,2011-05-16,Female,37,2010-05-17,1,Sedan,Black,TOYOTA,Surulere,Lagos,Car Classic,1,2010,5,17,2011,5,16,2010,2010,2010
ID_XTK80ND,2010-05-17,2011-05-16,Male,42,2010-05-17,1,Saloon,Wine,TOYOTA,Surulere,Lagos,Car Classic,1,2010,5,17,2011,5,16,2010,2010,2010
ID_G3E0VBL,2010-05-17,2011-05-16,Female,41,2010-05-17,1,JEEP,Red,TOYOTA,Surulere,Lagos,Car Classic,1,2010,5,17,2011,5,16,2010,2010,2010
ID_UVT18BV,2010-05-17,2011-04-27,Other,42,2010-05-17,1,Truck,White,Iveco,Victoria Island,Lagos,CVTP,0,2010,5,17,2011,4,27,2010,2010,2010
ID_NLOPTUL,2010-05-17,2011-04-06,Male,34,2010-05-17,1,Saloon,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,5,17,2011,4,6,2010,2010,2010
ID_G9XHE1R,2010-05-17,2011-05-15,Male,44,2010-05-17,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,5,17,2011,5,15,2010,2010,2010
ID_0BBIOBG,2010-05-17,2011-05-16,Female,44,2010-05-17,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,5,17,2011,5,16,2010,2010,2010
ID_LIJHZ9S,2010-05-17,2011-05-16,Female,29,2010-05-17,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,5,17,2011,5,16,2010,2010,2010
ID_R42ZLN7,2010-05-17,2011-05-11,Other,4,2010-05-17,1,JEEP,Black,Wrangler Jeep,Ikoyi,Lagos,Car Classic,0,2010,5,17,2011,5,11,2010,2010,2010
ID_16ZT9EE,2010-05-17,2011-05-16,Male,40,2010-05-17,1,Saloon,Black,TOYOTA,Ikoyi,Lagos,CarSafe,0,2010,5,17,2011,5,16,2010,2010,2010
ID_1TS8S86,2010-05-17,2011-05-16,Male,38,2010-05-17,1,JEEP,Black,Lexus,Victoria Island,Lagos,Car Classic,0,2010,5,17,2011,5,16,2010,2010,2010
ID_SJU8E1H,2010-05-17,2011-05-16,Female,43,2010-05-17,1,JEEP,Black,Lexus,Lagos,Lagos,Car Classic,0,2010,5,17,2011,5,16,2010,2010,2010
ID_6QWAOT6,2010-05-17,2011-05-16,,50,2010-05-17,1,Saloon,Black,Hyundai,Victoria Island,Lagos,Car Classic,0,2010,5,17,2011,5,16,2010,2010,2010
ID_ZG3UR8O,2010-05-17,2011-05-16,Male,45,2010-05-17,1,Saloon,Brown,Mercedes,Eti-Osa,Eti-Osa,Car Classic,0,2010,5,17,2011,5,16,2010,2010,2010
